"country","code","region","year","life_exp","gdp_per_cap","pop"
"Austria","aut","Europe",1880,34.95,3928,4947026
"Azerbaijan","aze","Europe",1880,28.17,1084,1523060
"Bahamas","bhs","Americas",1880,35.18,2171,43344
"Bahrain","bhr","Asia",1880,30.3,2152,68170
"Bangladesh","bgd","Asia",1880,24.58,903,26094931
"Barbados","brb","Americas",1880,32.12,1372,171072
"Belarus","blr","Europe",1880,36.2,871,4091588
"Belgium","bel","Europe",1880,42.48,5697,5572208
"Belize","blz","Americas",1880,26.5,869,27123
"Benin","ben","Africa",1880,31,799,1144003
"Bhutan","btn","Asia",1880,28.8,710,122321
"Bolivia","bol","Americas",1880,33,1511,1626132
"Bosnia and Herzegovina","bih","Europe",1880,35.1,906,1439493
"Botswana","bwa","Africa",1880,33.6,532,121900
"Brazil","bra","Americas",1880,31.98,1455,11893392
"Brunei","brn","Asia",1880,29.2,1859,8250
"Bulgaria","bgr","Europe",1880,39.32,1624,2993642
"Burkina Faso","bfa","Africa",1880,29.2,515,2576527
"Burundi","bdi","Africa",1880,31.5,450,1389698
"Cambodia","khm","Asia",1880,35,990,2509963
"Cameroon","cmr","Africa",1880,28.75,839,2224163
"Canada","can","Americas",1880,44.51,3021,4360348
"Cape Verde","cpv","Africa",1880,33.8,685,95157
"Central African Republic","caf","Africa",1880,30,568,640769
"Chad","tcd","Africa",1880,30.9,560,1455614
"Chile","chl","Americas",1880,32,2605,2277245
"China","chn","Asia",1880,32,1015,365544192
"Colombia","col","Americas",1880,32,1127,2885962
"Comoros","com","Africa",1880,32.1,755,90059
"Congo, Dem. Rep.","cod","Africa",1880,31.6,674,7661544
"Congo, Rep.","cog","Africa",1880,32.7,721,485381
"Costa Rica","cri","Americas",1880,30.21,1520,172749
"Cote d'Ivoire","civ","Africa",1880,31.16,1119,1630846
"Cuba","cub","Americas",1880,36.84,2185,1555081
"Cyprus","cyp","Europe",1880,38.51,1740,189916
"Czech Republic","cze","Europe",1880,34.97,3022,6875261
"Denmark","dnk","Europe",1880,44.86,3908,2081766
"Djibouti","dji","Africa",1880,29.9,969,36159
"Dominican Republic","dom","Americas",1880,29.9,926,317340
"Ecuador","ecu","Americas",1880,32.9,779,1152573
"Egypt","egy","Africa",1880,33,960,7900451
"El Salvador","slv","Americas",1880,28.7,1617,572093
"Equatorial Guinea","gnq","Africa",1880,29.8,395,98300
"Eritrea","eri","Africa",1880,30.2,622,453535
"Estonia","est","Europe",1880,40.09,1415,579703
"Ethiopia","eth","Africa",1880,27,535,6830859
"Fiji","fji","Asia",1880,26.1,965,126850
"Finland","fin","Europe",1880,39.67,1925,2047577
"France","fra","Europe",1880,42.73,3555,39014053
"Gabon","gab","Africa",1880,30.6,395,262844
"Gambia","gmb","Africa",1880,28.8,853,161446
"Georgia","geo","Europe",1880,30.87,724,1857427
"Germany","deu","Europe",1880,38.91,3057,43577358
"Ghana","gha","Africa",1880,28,752,1677747
"Greece","grc","Europe",1880,36.9,2275,4024333
"Grenada","grd","Americas",1880,37.3,1240,42734
"Guatemala","gtm","Americas",1880,25.81,1400,1181901
"Guinea","gin","Africa",1880,30.33,510,1669530
"Guinea-Bissau","gnb","Africa",1880,32,818,329708
"Guyana","guy","Americas",1880,31.12,1824,249866
"Haiti","hti","Americas",1880,29,1170,1280914
"Honduras","hnd","Americas",1880,33.9,1455,436660
"Hong Kong, China","hkg","Asia",1880,34.9,1309,164427
"Hungary","hun","Europe",1880,36,2151,6256649
"Iceland","isl","Europe",1880,42.32,2035,90546
"India","ind","Asia",1880,25.44,1084,223020377
"Indonesia","idn","Asia",1880,30,1088,30212871
"Iran","irn","Asia",1880,25.6,1153,8879809
"Iraq","irq","Asia",1880,31.2,1290,1775449
"Ireland","irl","Europe",1880,43.85,3276,3641634
"Israel","isr","Asia",1880,32,940,281441
"Italy","ita","Europe",1880,32.74,2849,29621532
"Jamaica","jam","Americas",1880,34.2,932,564583
"Japan","jpn","Asia",1880,37.04,1395,36826469
"Jordan","jor","Asia",1880,31.7,1299,278561
"Kazakhstan","kaz","Asia",1880,25.2,1720,3531920
"Kenya","ken","Africa",1880,25.5,1096,2607157
"Kiribati","kir","Asia",1880,24.9,591,23771
"North Korea","prk","Asia",1880,26,534,4798574
"South Korea","kor","Asia",1880,25.8,531,9806394
"Kuwait","kwt","Asia",1880,26,1648,85115
"Kyrgyz Republic","kgz","Asia",1880,22.94,862,918049
"Lao","lao","Asia",1880,31.9,1000,869267
"Latvia","lva","Europe",1880,39.64,1133,1026699
"Lebanon","lbn","Asia",1880,29.7,1710,494961
"Lesotho","lso","Africa",1880,32.8,411,433624
"Liberia","lbr","Africa",1880,31.1,939,517639
"Libya","lby","Africa",1880,33.1,2196,752589
"Lithuania","ltu","Europe",1880,33.17,1916,1353535
"Luxembourg","lux","Europe",1880,37.4,2961,187865
"Macedonia, FYR","mkd","Europe",1880,36.1,1136,668778
"Madagascar","mdg","Africa",1880,30.5,767,2529772
"Malawi","mwi","Africa",1880,30.3,354,751025
"Malaysia","mys","Asia",1880,30.6,1162,1139039
"Maldives","mdv","Asia",1880,32.65,840,58228
"Mali","mli","Africa",1880,26.41,617,2454682
"Malta","mlt","Europe",1880,32.48,1358,198192
"Mauritania","mrt","Africa",1880,32,707,491013
"Mauritius","mus","Africa",1880,34.12,1259,353740
"Mexico","mex","Americas",1880,26.9,1518,10470582
"Micronesia, Fed. Sts.","fsm","Asia",1880,26.7,544,22218
"Moldova","mda","Europe",1880,33.15,862,1233524
"Mongolia","mng","Asia",1880,31.8,657,679296
"Montenegro","mne","Europe",1880,35.4,1740,214216
"Morocco","mar","Africa",1880,33.1,796,4055109
"Mozambique","moz","Africa",1880,30.28,409,3487663
"Myanmar","mmr","Asia",1880,30.8,945,5734636
"Namibia","nam","Africa",1880,32.4,1326,230797
"Nepal","npl","Asia",1880,32.8,711,5003138
"Netherlands","nld","Europe",1880,40.39,5500,4024595
"New Zealand","nzl","Asia",1880,38.51,6241,505065
"Nicaragua","nic","Americas",1880,25.4,1845,449633
"Niger","ner","Africa",1880,30.8,598,1729822
"Nigeria","nga","Africa",1880,30.4,1159,15683139
"Norway","nor","Europe",1880,51.91,2827,1883716
"Oman","omn","Asia",1880,32.3,1225,382837
"Pakistan","pak","Asia",1880,26.32,1052,16977586
"Panama","pan","Americas",1880,32.9,1670,201637
"Papua New Guinea","png","Asia",1880,31.5,671,1099972
"Paraguay","pry","Americas",1880,35.5,1774,404774
"Peru","per","Americas",1880,35.7,1414,2971643
"Philippines","phl","Asia",1880,30.9,1065,5011484
"Poland","pol","Europe",1880,35.9,1848,19669587
"Portugal","prt","Europe",1880,35.6,1750,4638209
"Qatar","qat","Asia",1880,30.8,1648,14709
"Romania","rou","Europe",1880,35.7,1877,9735775
"Russia","rus","Europe",1880,30.2,2158,53996807
"Rwanda","rwa","Africa",1880,31.8,477,1374345
"St. Lucia","lca","Americas",1880,28.01,1068,37722
"St. Vincent and the Grenadines","vct","Americas",1880,25.99,1259,39665
"Samoa","wsm","Asia",1880,25.4,1721,38071
"Sao Tome and Principe","stp","Africa",1880,31,986,35718
"Saudi Arabia","sau","Asia",1880,32.1,935,2405921
"Senegal","sen","Africa",1880,25.2,666,1525351
"Serbia","srb","Europe",1880,35.5,2235,3637989
"Seychelles","syc","Africa",1880,39.62,1087,15406
"Sierra Leone","sle","Africa",1880,25.1,983,1199729
"Singapore","sgp","Asia",1880,34,1509,116144
"Slovak Republic","svk","Europe",1880,36.4,2251,2658530
"Slovenia","svn","Europe",1880,36.6,2318,796806
"Solomon Islands","slb","Asia",1880,25.1,450,69346
"Somalia","som","Africa",1880,29.4,749,1455432
"South Africa","zaf","Africa",1880,33.5,3400,3142066
"Spain","esp","Europe",1880,29.5,2509,16921004
"Sri Lanka","lka","Asia",1880,32.6,1373,3044220
"Sudan","sdn","Africa",1880,31.4,694,4826197
"Suriname","sur","Americas",1880,32.9,2458,126424
"Swaziland","swz","Africa",1880,32.3,656,86887
"Sweden","swe","Europe",1880,47.62,2472,4503095
"Switzerland","che","Europe",1880,42.41,6143,2822978
"Syria","syr","Asia",1880,31.1,1266,1667572
"Tajikistan","tjk","Asia",1880,23.24,786,805919
"Tanzania","tza","Africa",1880,32.2,662,3715610
"Thailand","tha","Asia",1880,30.4,1142,6273430
"Timor-Leste","tls","Asia",1880,28.95,610,265856
"Togo","tgo","Africa",1880,31.3,914,754234
"Tonga","ton","Asia",1880,28.2,814,19343
"Trinidad and Tobago","tto","Americas",1880,38.8,1708,163020
"Tunisia","tun","Africa",1880,28.8,957,1324052
"Turkey","tur","Europe",1880,35,1535,12474351
"Turkmenistan","tkm","Asia",1880,21.46,1423,637089
"Uganda","uga","Africa",1880,25.3,621,2561608
"Ukraine","ukr","Europe",1880,36.6,1151,19532717
"United Arab Emirates","are","Asia",1880,30.7,1498,42682
"United Kingdom","gbr","Europe",1880,43.78,6553,30849957
"United States","usa","Americas",1880,39.41,5292,51256498
"Uruguay","ury","Americas",1880,32.9,5445,480723
"Uzbekistan","uzb","Asia",1880,25.93,606,3470567
"Vanuatu","vut","Asia",1880,24.3,720,35552
"Venezuela","ven","Americas",1880,32.2,1138,2015985
"Vietnam","vnm","Asia",1880,32,909,11472739
"Yemen","yem","Asia",1880,23.39,1100,2960773
"Zambia","zmb","Africa",1880,32.6,805,744157
"Zimbabwe","zwe","Africa",1880,33.7,957,1661683
"South Sudan","ssd","Africa",1880,26.67,680,1604755
"Afghanistan","afg","Asia",1890,27.29,767,4710171
"Albania","alb","Europe",1890,35.4,1008,741688
"Algeria","dza","Africa",1890,28.82,1570,4525691
"Angola","ago","Africa",1890,26.98,917,2677047
"Antigua and Barbuda","atg","Americas",1890,33.54,1216,36286
"Argentina","arg","Americas",1890,34,5228,3402273
"Armenia","arm","Europe",1890,35,656,781218
"Australia","aus","Asia",1890,44.63,7418,3088808
"Austria","aut","Europe",1890,37.07,4725,5408503
"Azerbaijan","aze","Europe",1890,30.17,1112,1667011
"Bahamas","bhs","Americas",1890,35.18,2322,47817
"Bahrain","bhr","Asia",1890,30.3,2410,72045
"Bangladesh","bgd","Asia",1890,22.72,968,27615079
"Barbados","brb","Americas",1890,32.12,1468,181966
"Belarus","blr","Europe",1890,36.2,895,4484175
"Belgium","bel","Europe",1890,44.14,6387,6125406
"Belize","blz","Americas",1890,26.5,930,30754
"Benin","ben","Africa",1890,31,839,1260608
"Bhutan","btn","Asia",1890,28.8,724,129082
"Bolivia","bol","Americas",1890,33,1661,1718906
"Bosnia and Herzegovina","bih","Europe",1890,35.1,1039,1569427
"Botswana","bwa","Africa",1890,33.6,559,122200
"Brazil","bra","Americas",1890,31.98,1492,14410738
"Brunei","brn","Asia",1890,29.2,1923,11271
"Bulgaria","bgr","Europe",1890,39.76,1887,3453830
"Burkina Faso","bfa","Africa",1890,29.2,520,2769399
"Burundi","bdi","Africa",1890,31.5,454,1485986
"Cambodia","khm","Asia",1890,35,1005,2678588
"Cameroon","cmr","Africa",1890,28.75,880,2291482
"Canada","can","Americas",1890,45.13,3963,4908078
"Cape Verde","cpv","Africa",1890,33.8,715,103928
"Central African Republic","caf","Africa",1890,30,596,672749
"Chad","tcd","Africa",1890,30.9,588,1463486
"Chile","chl","Americas",1890,32,2948,2623814
"China","chn","Asia",1890,32,918,377135349
"Colombia","col","Americas",1890,32,1157,3432631
"Comoros","com","Africa",1890,32.1,763,97281
"Congo, Dem. Rep.","cod","Africa",1890,31.6,703,8176082
"Congo, Rep.","cog","Africa",1890,32.7,741,521378
"Costa Rica","cri","Americas",1890,30.61,1699,227054
"Cote d'Ivoire","civ","Africa",1890,31.16,1164,1742785
"Cuba","cub","Americas",1890,39.54,2454,1658274
"Cyprus","cyp","Europe",1890,38.51,1958,207321
"Czech Republic","cze","Europe",1890,34.99,3441,7132039
"Denmark","dnk","Europe",1890,47.3,4587,2291557
"Djibouti","dji","Africa",1890,29.9,1000,38998
"Dominican Republic","dom","Americas",1890,29.9,978,407957
"Ecuador","ecu","Americas",1890,32.9,830,1291183
"Egypt","egy","Africa",1890,33,1166,8912535
"El Salvador","slv","Americas",1890,28.7,1758,662195
"Equatorial Guinea","gnq","Africa",1890,29.8,401,101679
"Eritrea","eri","Africa",1890,30.2,638,516854
"Estonia","est","Europe",1890,42.27,1464,634935
"Ethiopia","eth","Africa",1890,4,537,7832385
"Fiji","fji","Asia",1890,26.1,998,122056
"Finland","fin","Europe",1890,44.61,2305,2358344
"France","fra","Europe",1890,43.36,3639,40015501
"Gabon","gab","Africa",1890,30.6,396,286111
"Gambia","gmb","Africa",1890,28.8,859,173847
"Georgia","geo","Europe",1890,32.87,737,2033664
"Germany","deu","Europe",1890,40.91,3733,48211294
"Ghana","gha","Africa",1890,28,769,1781078
"Greece","grc","Europe",1890,38.18,2636,4441125
"Grenada","grd","Americas",1890,37.3,1294,51785
"Guatemala","gtm","Americas",1890,25.81,1519,1284688
"Guinea","gin","Africa",1890,30.43,521,1821769
"Guinea-Bissau","gnb","Africa",1890,32,825,353821
"Guyana","guy","Americas",1890,31.12,1951,267135
"Haiti","hti","Americas",1890,29,1295,1419252
"Honduras","hnd","Americas",1890,33.9,1653,469600
"Hong Kong, China","hkg","Asia",1890,34.9,1517,218690
"Hungary","hun","Europe",1890,36,2502,6631452
"Iceland","isl","Europe",1890,36.58,2009,96517
"India","ind","Asia",1890,24.38,1163,232819584
"Indonesia","idn","Asia",1890,30,1077,33747355
"Iran","irn","Asia",1890,25.6,1235,9418782
"Iraq","irq","Asia",1890,31.2,1396,1992559
"Ireland","irl","Europe",1890,46.49,3628,3349404
"Israel","isr","Asia",1890,32,994,316448
"Italy","ita","Europe",1890,38.5,3141,31665125
"Jamaica","jam","Americas",1890,34.3,961,637199
"Japan","jpn","Asia",1890,37.68,1606,39878734
"Jordan","jor","Asia",1890,31.7,1405,294766
"Kazakhstan","kaz","Asia",1890,27.2,1780,3865983
"Kenya","ken","Africa",1890,25.5,1131,2618210
"Kiribati","kir","Asia",1890,8,596,25323
"North Korea","prk","Asia",1890,26,528,4959044
"South Korea","kor","Asia",1890,25.8,526,9856047
"Kuwait","kwt","Asia",1890,26,1904,89663
"Kyrgyz Republic","kgz","Asia",1890,24.94,941,1005105
"Lao","lao","Asia",1890,31.9,1024,998964
"Latvia","lva","Europe",1890,42.96,1173,1125139
"Lebanon","lbn","Asia",1890,29.7,1889,525702
"Lesotho","lso","Africa",1890,32.8,413,467118
"Liberia","lbr","Africa",1890,31.1,964,563168
"Libya","lby","Africa",1890,33.1,2483,800283
"Lithuania","ltu","Europe",1890,37.43,1983,1483375
"Luxembourg","lux","Europe",1890,42.44,3333,200461
"Macedonia, FYR","mkd","Europe",1890,36.1,1349,731284
"Madagascar","mdg","Africa",1890,30.5,805,2705491
"Malawi","mwi","Africa",1890,30.3,355,755700
"Malaysia","mys","Asia",1890,30.6,1218,1589037
"Maldives","mdv","Asia",1890,32.65,839,61033
"Mali","mli","Africa",1890,26.41,619,2695216
"Malta","mlt","Europe",1890,37.21,1488,211471
"Mauritania","mrt","Africa",1890,32,742,511712
"Mauritius","mus","Africa",1890,28.16,1322,368896
"Mexico","mex","Americas",1890,26.9,1862,11868744
"Micronesia, Fed. Sts.","fsm","Asia",1890,26.7,548,23340
"Moldova","mda","Europe",1890,33.15,883,1350371
"Mongolia","mng","Asia",1890,31.8,668,691803
"Montenegro","mne","Europe",1890,35.4,2068,233519
"Morocco","mar","Africa",1890,33.1,810,4349836
"Mozambique","moz","Africa",1890,30.28,411,3787673
"Myanmar","mmr","Asia",1890,30.8,1051,7618454
"Namibia","nam","Africa",1890,32.4,1540,231395
"Nepal","npl","Asia",1890,32.8,764,5256924
"Netherlands","nld","Europe",1890,44.4,5895,4529873
"New Zealand","nzl","Asia",1890,42.98,6265,669985
"Nicaragua","nic","Americas",1890,25.4,2052,505573
"Niger","ner","Africa",1890,30.8,627,1831048
"Nigeria","nga","Africa",1890,30.4,1213,16380516
"Norway","nor","Europe",1890,48.6,3251,2003954
"Oman","omn","Asia",1890,32.3,1327,399816
"Pakistan","pak","Asia",1890,25.54,1128,17873100
"Panama","pan","Americas",1890,32.9,1870,230232
"Papua New Guinea","png","Asia",1890,31.5,695,1170606
"Paraguay","pry","Americas",1890,35.5,2010,424496
"Peru","per","Americas",1890,35.7,1452,3337979
"Philippines","phl","Asia",1890,30.9,1092,5668348
"Poland","pol","Europe",1890,37.41,2156,22618933
"Portugal","prt","Europe",1890,35.6,2086,5029810
"Qatar","qat","Asia",1890,30.8,1904,15478
"Romania","rou","Europe",1890,35.7,2175,10334053
"Russia","rus","Europe",1890,29.93,2233,59151534
"Rwanda","rwa","Africa",1890,31.8,483,1471766
"St. Lucia","lca","Americas",1890,28.01,1104,42333
"St. Vincent and the Grenadines","vct","Americas",1890,25.99,1347,41629
"Samoa","wsm","Asia",1890,25.4,1781,35495
"Sao Tome and Principe","stp","Africa",1890,31,1005,38513
"Saudi Arabia","sau","Asia",1890,32.1,958,2480109
"Senegal","sen","Africa",1890,25.2,699,1635693
"Serbia","srb","Europe",1890,35.5,2655,3968679
"Seychelles","syc","Africa",1890,42.25,1131,16151
"Sierra Leone","sle","Africa",1890,25.1,1032,1286792
"Singapore","sgp","Asia",1890,34,1990,157724
"Slovak Republic","svk","Europe",1890,36.4,2563,2755048
"Slovenia","svn","Europe",1890,36.6,2755,869595
"Solomon Islands","slb","Asia",1890,25.1,466,70661
"Somalia","som","Africa",1890,29.4,756,1548224
"South Africa","zaf","Africa",1890,33.5,3052,3845849
"Spain","esp","Europe",1890,31.58,2479,17783792
"Sri Lanka","lka","Asia",1890,32.6,1730,3387731
"Sudan","sdn","Africa",1890,31.4,729,4860252
"Suriname","sur","Americas",1890,32.9,2630,136074
"Swaziland","swz","Africa",1890,32.3,688,87183
"Sweden","swe","Europe",1890,50.48,2735,4780109
"Switzerland","che","Europe",1890,44.95,7990,2972442
"Syria","syr","Asia",1890,31.1,1388,1758556
"Tajikistan","tjk","Asia",1890,25.24,807,881646
"Tanzania","tza","Africa",1890,32.2,680,3842790
"Thailand","tha","Asia",1890,30.4,1298,6782133
"Timor-Leste","tls","Asia",1890,28.95,622,296381
"Togo","tgo","Africa",1890,31.3,960,822418
"Tonga","ton","Asia",1890,28.2,843,19633
"Trinidad and Tobago","tto","Americas",1890,38.8,1803,210414
"Tunisia","tun","Africa",1890,28.8,1004,1478214
"Turkey","tur","Europe",1890,35,1838,13188522
"Turkmenistan","tkm","Asia",1890,23.46,1472,697742
"Uganda","uga","Africa",1890,25.3,652,2646689
"Ukraine","ukr","Europe",1890,36.6,1192,21405530
"United Arab Emirates","are","Asia",1890,30.7,1731,45189
"United Kingdom","gbr","Europe",1890,44.75,7169,34215580
"United States","usa","Americas",1890,45.21,5646,63810074
"Uruguay","ury","Americas",1890,32.9,5624,682156
"Uzbekistan","uzb","Asia",1890,27.93,608,3853133
"Vanuatu","vut","Asia",1890,24.3,744,37016
"Venezuela","ven","Americas",1890,32.2,1438,2339881
"Vietnam","vnm","Asia",1890,32,991,12934886
"Yemen","yem","Asia",1890,23.39,1131,3070113
"Zambia","zmb","Africa",1890,32.6,824,743210
"Zimbabwe","zwe","Africa",1890,33.7,968,1781947
"South Sudan","ssd","Africa",1890,26.67,713,1756589
"Afghanistan","afg","Asia",1900,27.19,793,5021241
"Albania","alb","Europe",1900,35.4,1157,819950
"Algeria","dza","Africa",1900,28.86,1750,4946166
"Angola","ago","Africa",1900,26.98,958,2898155
"Antigua and Barbuda","atg","Americas",1900,33.54,1301,34925
"Argentina","arg","Americas",1900,36.8,6002,4756635
"Armenia","arm","Europe",1900,35.9,886,855313
"Australia","aus","Asia",1900,49.93,6688,3743708
"Austria","aut","Europe",1900,41.53,5704,5979725
"Azerbaijan","aze","Europe",1900,31.07,1522,1825639
"Bahamas","bhs","Americas",1900,35.18,2484,53102
"Bahrain","bhr","Asia",1900,30.3,2700,76158
"Bangladesh","bgd","Asia",1900,21.77,995,29230699
"Barbados","brb","Americas",1900,32.12,1570,191121
"Belarus","blr","Europe",1900,36.2,1229,4917314
"Belgium","bel","Europe",1900,46.59,6967,6761724
"Belize","blz","Americas",1900,26.5,995,36114
"Benin","ben","Africa",1900,31,880,1390018
"Bhutan","btn","Asia",1900,28.8,739,136235
"Bolivia","bol","Americas",1900,33,1826,1826432
"Bosnia and Herzegovina","bih","Europe",1900,35.1,1072,1712007
"Botswana","bwa","Africa",1900,33.6,586,122551
"Brazil","bra","Americas",1900,31.98,1201,18103489
"Brunei","brn","Asia",1900,29.2,1989,15507
"Bulgaria","bgr","Europe",1900,40.2,2044,3992259
"Burkina Faso","bfa","Africa",1900,29.2,526,2977810
"Burundi","bdi","Africa",1900,31.5,459,1589452
"Cambodia","khm","Asia",1900,35,1020,2859326
"Cameroon","cmr","Africa",1900,28.75,924,2360984
"Canada","can","Americas",1900,48.29,4858,5530806
"Cape Verde","cpv","Africa",1900,33.8,746,113570
"Central African Republic","caf","Africa",1900,30,626,706436
"Chad","tcd","Africa",1900,30.9,617,1471357
"Chile","chl","Americas",1900,32,3295,2981489
"China","chn","Asia",1900,32,894,395184556
"Colombia","col","Americas",1900,32,1187,4109030
"Comoros","com","Africa",1900,32.1,770,105128
"Congo, Dem. Rep.","cod","Africa",1900,31.6,732,8727834
"Congo, Rep.","cog","Africa",1900,32.7,763,560251
"Costa Rica","cri","Americas",1900,34.7,1900,297910
"Cote d'Ivoire","civ","Africa",1900,31.16,1212,1863006
"Cuba","cub","Americas",1900,33.11,2756,1762227
"Cyprus","cyp","Europe",1900,41.76,2203,235257
"Czech Republic","cze","Europe",1900,40.27,3959,7399101
"Denmark","dnk","Europe",1900,51.95,5566,2557581
"Djibouti","dji","Africa",1900,29.9,1032,42078
"Dominican Republic","dom","Americas",1900,29.9,1032,529755
"Ecuador","ecu","Americas",1900,32.9,885,1455093
"Egypt","egy","Africa",1900,33,1295,10065298
"El Salvador","slv","Americas",1900,28.7,1912,774733
"Equatorial Guinea","gnq","Africa",1900,29.8,406,105183
"Eritrea","eri","Africa",1900,30.2,654,589732
